product_category_name,review_score,order_item_id,customer_city,order_purchase_timestamp
moveis_escritorio,5,1,nova iguacu,6/12/2017 15:13
papelaria,4,1,salvador,12/16/2017 23:35
automotivo,4,1,cabo frio,11/24/2017 15:16
pet_shop,5,1,biritiba-mirim,6/29/2018 16:04
relogios_presentes,4,1,sao paulo,6/3/2018 16:32
perfumaria,5,1,salvador,8/2/2018 21:00
Unknown,5,1,rio de janeiro,12/19/2017 14:16
esporte_lazer,5,1,luziania,12/15/2017 17:06
informatica_acessorios,5,1,sao paulo,3/18/2018 20:29
bebes,5,1,santos,5/16/2018 17:20
bebes,5,2,santos,5/16/2018 17:20
bebes,5,3,santos,5/16/2018 17:20
bebes,5,4,santos,5/16/2018 17:20
beleza_saude,5,1,uniao de minas,2/5/2017 13:38
telefonia,5,1,fortaleza,1/8/2018 15:31
telefonia,4,1,guarulhos,9/19/2017 14:06
informatica_acessorios,1,1,aparecida de goiania,2/11/2018 12:04
cool_stuff,4,1,marilia,1/25/2018 18:29
cama_mesa_banho,5,1,sao paulo,8/3/2018 14:20
beleza_saude,5,1,miracema,1/23/2018 19:43
beleza_saude,5,2,miracema,1/23/2018 19:43
ferramentas_jardim,4,1,campinas,4/23/2018 10:59
dvds_blu_ray,4,1,campo grande,8/26/2017 13:15
eletronicos,5,1,brasilia,4/2/2018 11:23
bebes,5,1,natal,11/6/2017 21:54
relogios_presentes,1,1,avelar,3/8/2018 17:20
climatizacao,4,1,alto horizonte,5/4/2017 16:51
climatizacao,4,2,alto horizonte,5/4/2017 16:51
cama_mesa_banho,3,1,rio de janeiro,2/6/2018 15:04
brinquedos,5,1,nova iguacu,5/14/2018 14:55
moveis_decoracao,3,1,belo horizonte,7/7/2017 14:33
pet_shop,5,1,curitiba,12/4/2017 14:00
livros_interesse_geral,5,1,nova iguacu,4/12/2018 19:46
esporte_lazer,5,1,sao paulo,8/13/2018 12:11
livros_interesse_geral,5,1,imbituba,5/11/2018 16:59
automotivo,5,1,belo horizonte,4/17/2017 21:09
sinalizacao_e_seguranca,1,1,santo andre,2/26/2018 16:51
sinalizacao_e_seguranca,1,2,santo andre,2/26/2018 16:51
cama_mesa_banho,5,1,curitiba,5/19/2017 21:14
cama_mesa_banho,5,1,sao paulo,6/11/2018 23:20
moveis_sala,5,2,sao paulo,6/11/2018 23:20
papelaria,4,1,carapicuiba,6/19/2018 18:49
beleza_saude,5,1,maua,3/27/2018 14:11
telefonia,4,1,joinville,10/13/2017 11:10
esporte_lazer,4,1,belo horizonte,2/14/2018 17:52
cama_mesa_banho,5,1,araraquara,4/30/2018 9:20
informatica_acessorios,2,1,anta gorda,2/21/2018 19:43
moveis_escritorio,5,1,sao paulo,3/16/2018 20:09
beleza_saude,5,1,presidente epitacio,4/12/2018 18:49
alimentos_bebidas,3,1,sao domingos,7/4/2018 22:27
telefonia,5,1,porto alegre,8/22/2017 20:31
utilidades_domesticas,4,1,matias olimpio,3/5/2018 14:31
utilidades_domesticas,4,2,matias olimpio,3/5/2018 14:31
utilidades_domesticas,4,3,matias olimpio,3/5/2018 14:31
utilidades_domesticas,4,4,matias olimpio,3/5/2018 14:31
utilidades_domesticas,4,5,matias olimpio,3/5/2018 14:31
pet_shop,3,1,rio bonito,4/28/2017 10:17
automotivo,5,1,rio de janeiro,12/1/2017 15:22
alimentos,5,1,sao paulo,4/16/2018 13:07
telefonia,5,1,guarda-mor,6/22/2018 20:32
cama_mesa_banho,5,1,sao paulo,3/14/2017 14:08
Unknown,5,1,belo horizonte,1/8/2018 16:23
artes,4,1,volta redonda,10/8/2017 20:45
utilidades_domesticas,5,1,rio de janeiro,5/14/2018 0:24
fashion_calcados,5,1,conselheiro lafaiete,12/12/2017 8:39
cama_mesa_banho,5,1,sao jose dos pinhais,12/26/2017 13:55
ferramentas_jardim,4,1,indaiatuba,6/13/2018 16:48
ferramentas_jardim,5,1,arcos,7/6/2017 10:25
ferramentas_jardim,5,1,campo mourao,3/5/2018 8:54
brinquedos,5,1,sao paulo,4/17/2018 0:15
informatica_acessorios,3,1,bebedouro,6/3/2017 14:32
moveis_decoracao,1,1,belo horizonte,3/22/2018 7:58
moveis_decoracao,1,2,belo horizonte,3/22/2018 7:58
moveis_decoracao,1,3,belo horizonte,3/22/2018 7:58
bebes,5,1,santo andre,8/22/2018 13:19
eletronicos,4,1,sao paulo,12/2/2017 8:58
automotivo,4,1,paulinia,3/14/2017 9:22
telefonia,2,1,sao paulo,9/5/2017 18:38
brinquedos,5,1,lauro de freitas,2/2/2017 0:15
beleza_saude,4,1,osasco,8/23/2018 20:21
utilidades_domesticas,5,1,aracatuba,3/20/2017 23:42
moveis_decoracao,4,1,nova odessa,5/17/2017 17:51
brinquedos,5,1,sao luis,6/16/2018 1:10
relogios_presentes,5,1,catanduva,6/10/2018 21:27
fashion_underwear_e_moda_praia,4,1,sao paulo,11/8/2017 12:51
utilidades_domesticas,3,1,taboao da serra,5/24/2018 16:47
cama_mesa_banho,5,1,botucatu,6/6/2017 9:24
cama_mesa_banho,5,1,clementina,4/18/2017 13:21
utilidades_domesticas,5,1,belo horizonte,5/22/2018 23:01
utilidades_domesticas,1,1,salvador,1/12/2018 21:57
beleza_saude,5,1,blumenau,6/8/2017 13:19
automotivo,3,1,curitiba,7/23/2018 10:11
cama_mesa_banho,5,1,manhumirim,4/17/2018 20:59
beleza_saude,1,1,salvador,9/6/2017 20:20
utilidades_domesticas,5,1,sao paulo,2/16/2017 15:53
moveis_decoracao,5,1,sao paulo,2/25/2018 12:03
moveis_decoracao,5,1,mage,9/1/2017 12:06
pet_shop,5,1,sao paulo,6/25/2017 20:34
esporte_lazer,5,1,mato verde,8/21/2018 22:44
bebes,5,1,gravatai,5/17/2018 10:25
esporte_lazer,5,1,uberlandia,2/8/2017 18:22
cool_stuff,5,1,cubatao,11/24/2017 10:32
telefonia,5,1,itaquaquecetuba,2/13/2018 20:02
cama_mesa_banho,4,1,sao paulo,7/8/2017 0:22
beleza_saude,1,1,niteroi,6/11/2018 11:06
automotivo,4,1,ferraz de vasconcelos,5/5/2018 22:29
utilidades_domesticas,4,1,sao paulo,1/8/2018 15:09
brinquedos,5,1,porto alegre,5/12/2018 16:02
bebes,5,1,crato,6/30/2017 14:08
utilidades_domesticas,5,1,osasco,7/5/2018 9:27
beleza_saude,5,1,sao paulo,4/17/2017 12:47
papelaria,5,1,petropolis,8/5/2017 9:52
malas_acessorios,5,1,belo horizonte,4/12/2018 21:56
beleza_saude,5,1,rio de janeiro,9/11/2017 19:16
beleza_saude,5,1,rio de janeiro,9/11/2017 19:16
beleza_saude,5,1,torres,3/3/2018 21:20
cama_mesa_banho,4,1,sao paulo,1/10/2018 9:46
esporte_lazer,5,1,lagoa santa,4/27/2018 16:55
ferramentas_jardim,4,1,sao paulo,11/17/2017 19:59
utilidades_domesticas,2,1,sao paulo,6/22/2018 16:18
beleza_saude,5,1,jau,1/30/2018 12:01
esporte_lazer,5,1,sao paulo,11/4/2017 16:29
relogios_presentes,5,2,sao paulo,11/4/2017 16:29
automotivo,5,1,sao paulo,8/7/2018 21:53
cool_stuff,5,1,rio de janeiro,9/10/2017 18:34
perfumaria,5,1,itapecerica da serra,9/28/2017 21:11
beleza_saude,5,1,rio de janeiro,12/12/2017 17:05
relogios_presentes,3,1,campinas,7/11/2017 22:50
pc_gamer,4,1,gravata,6/15/2017 14:51
ferramentas_jardim,3,1,rio de janeiro,2/5/2017 18:47
moveis_decoracao,3,2,rio de janeiro,2/5/2017 18:47
telefonia_fixa,5,1,capao da canoa,2/15/2017 23:30
utilidades_domesticas,5,1,gastao vidigal,7/31/2018 11:17
cama_mesa_banho,5,1,contagem,9/1/2017 8:56
ferramentas_jardim,4,1,guaratingueta,11/14/2017 9:25
construcao_ferramentas_construcao,4,1,ourinhos,7/30/2018 19:39
